	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000207603_3	carbohydrate esterase family 5 protein	245	20	7.06496E-89	66.43	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000048237_6	alpha/beta hydrolase	350	20	1.42427E-177	68.5	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED]	plot1_0000269677_4	hypothetical protein	245	20	5.7937E-50	59.69								
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000246909_1	ABC transporter substrate-binding protein	420	20	0.0	66.97	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED]	plot36_0000184401_2	Las17-binding protein actin regulator	175	20	8.23353E-58	70.77								
true	[BLASTED]	plot30_0000554704_2	hypothetical protein AUG75_15640	455	20	0.0	77.82								
true	[BLASTED]	plot30_0000263898_2	secreted protein	736	20	5.66159E-54	56.73								
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000064759_3	dihydroxyacetone kinase subunit DhaK	333	20	0.0	87.52	4	F:GO:0004371; P:GO:0006071; P:GO:0016310; F:GO:0047324	F:glycerone kinase activity; P:glycerol metabolic process; P:phosphorylation; F:phosphoenolpyruvate-glycerone phosphotransferase activity	EC:2.7.1.29; EC:2.7.1.121	Glycerone kinase; Phosphoenolpyruvate--glycerone phosphotransferase			
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000019229_5	3-oxoadipate enol-lactonase	263	20	3.43486E-157	85.61	2	P:GO:0042952; F:GO:0047570	P:beta-ketoadipate pathway; F:3-oxoadipate enol-lactonase activity	EC:3.1.1.24; EC:3.1.1.1	3-oxoadipate enol-lactonase; Carboxylesterase			
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000588111_2	amidohydrolase	491	20	0.0	84.53	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED]	plot30_0000579030_3	ABC transporter substrate-binding protein	228	20	6.51584E-66	57.6	4	C:GO:0016020; C:GO:0016021; C:GO:0043190; P:GO:0055085	C:membrane; C:integral component of membrane; C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED]	plot36_0000012771_7	amidase	579	20	0.0	73.83								
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000322795_1	xanthine dehydrogenase family protein molybdopterin-binding subunit	351	20	0.0	84.85	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED]	plot30_0000567095_2	cytochrome C nitrite reductase	474	20	3.76637E-71	49.57	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED]	plot30_0000147087_7	glyoxalase	158	20	2.10503E-75	83.33								
true	[BLASTED]	plot1_0000163435_4	hypothetical protein	158	13	4.34261E-18	48.4								
true	[BLASTED]	plot36_0000118834_2	extracellular solute-binding protein	439	20	0.0	72.71								
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000503950_2	amidohydrolase	281	20	5.50667E-132	71.64	3	C:GO:0016021; F:GO:0016787; F:GO:0016831	C:integral component of membrane; F:hydrolase activity; F:carboxy-lyase activity					
true	[BLASTED]	plot1_0000417840_3	branched-chain amino acid ABC transporter substrate-binding protein	404	20	1.35426E-168	65.57								
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000108891_2	6-bladed beta-propeller	369	20	0.0	82.95	2	F:GO:0016301; P:GO:0016310	F:kinase activity; P:phosphorylation					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000001572_13	NAD(P)-dependent alcohol dehydrogenase	369	20	0.0	85.68	3	F:GO:0008270; F:GO:0050009; P:GO:0055114	F:zinc ion binding; F:isopropanol dehydrogenase (NADP+) activity; P:oxidation-reduction process	EC:1.1.1.80	Isopropanol dehydrogenase (NADP(+))			
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000289426_2	4-aminobutyrate--2-oxoglutarate transaminase	457	20	0.0	81.03	5	P:GO:0009448; F:GO:0030170; F:GO:0034386; F:GO:0047298; F:GO:0047589	P:gamma-aminobutyric acid metabolic process; F:pyridoxal phosphate binding; F:4-aminobutyrate:2-oxoglutarate transaminase activity; F:(S)-3-amino-2-methylpropionate transaminase activity; F:5-aminovalerate transaminase activity	EC:2.6.1.22; EC:2.6.1.19; EC:2.6.1.48	(S)-3-amino-2-methylpropionate transaminase; 4-aminobutyrate--2-oxoglutarate transaminase; 5-aminovalerate transaminase			
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000094647_3	PhzF family phenazine biosynthesis protein	334	20	2.87607E-119	67.9	2	F:GO:0003824; P:GO:0009058	F:catalytic activity; P:biosynthetic process					
true	[BLASTED, MAPPED]	plot36_0000196952_2	hypothetical protein DMG08_16610, partial	545	20	5.79144E-150	58.26	6	P:GO:0007154; F:GO:0009055; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872	P:cell communication; F:electron transfer activity; C:integral component of membrane; F:heme binding; P:electron transport chain; F:metal ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000357654_1	heme peroxidase	774	20	0.0	76.49	6	F:GO:0004601; F:GO:0005509; P:GO:0006979; F:GO:0020037; P:GO:0055114; P:GO:0098869	F:peroxidase activity; F:calcium ion binding; P:response to oxidative stress; F:heme binding; P:oxidation-reduction process; P:cellular oxidant detoxification	EC:1.11.1.7	Peroxidase			
true	[BLASTED]	plot1_0000080740_3	DUF1254 domain-containing protein	475	20	0.0	87.56								
true	[BLASTED, MAPPED]	plot1_0000043900_4	bilirubin oxidase	634	20	0.0	67.1	3	F:GO:0005507; F:GO:0016491; P:GO:0055114	F:copper ion binding; F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED]	plot30_0000047345_4	putative lipoprotein	793	20	5.27661E-54	52.67	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED]	plot1_0000013029_8	Ig-like domain repeat protein	423	20	6.52868E-43	58.26								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000018554_5	branched-chain amino acid ABC transporter substrate-binding protein	423	20	0.0	77.17	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000154799_1	carbon monoxide dehydrogenase	617	20	0.0	69.49	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000084680_3	FAD-binding protein	476	20	0.0	75.52	4	F:GO:0003885; C:GO:0016020; P:GO:0055114; F:GO:0071949	F:D-arabinono-1,4-lactone oxidase activity; C:membrane; P:oxidation-reduction process; F:FAD binding	EC:1.1.3.37	D-arabinono-1,4-lactone oxidase			
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000190923_1	IS21 family transposase	529	20	0.0	67.03	2	F:GO:0005524; P:GO:0015074	F:ATP binding; P:DNA integration					
true	[BLASTED, MAPPED]	plot1_0000063129_7	VOC family protein	194	20	8.01439E-64	62.14	2	F:GO:0004462; F:GO:0046872	F:lactoylglutathione lyase activity; F:metal ion binding					
true	[BLASTED, MAPPED]	plot1_0000036374_2	ammonia-forming cytochrome c nitrite reductase subunit c552	688	20	5.55676E-114	41.32	8	P:GO:0006807; C:GO:0016020; C:GO:0016021; F:GO:0030246; F:GO:0042279; C:GO:0042597; F:GO:0046872; P:GO:0055114	P:nitrogen compound metabolic process; C:membrane; C:integral component of membrane; F:carbohydrate binding; F:nitrite reductase (cytochrome, ammonia-forming) activity; C:periplasmic space; F:metal ion binding; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000000088_13	glutathione S-transferase family protein	247	20	1.385E-138	70.3	1	F:GO:0016740	F:transferase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000114188_2	phospholipase	353	20	0.0	48.53	4	F:GO:0003676; F:GO:0004519; P:GO:0006308; P:GO:0090305	F:nucleic acid binding; F:endonuclease activity; P:DNA catabolic process; P:nucleic acid phosphodiester bond hydrolysis					
true	[BLASTED]	plot1_0000683618_2	PA-phosphatase	406	20	0.0	80.15								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000001945_5	TonB-dependent receptor	1095	20	0.0	68.41	2	C:GO:0016020; F:GO:0030246	C:membrane; F:carbohydrate binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000367165_1	arylsulfatase	424	20	0.0	75.5	1	F:GO:0008484	F:sulfuric ester hydrolase activity					
true	[BLASTED]	plot1_0000077211_3	hypothetical protein AUG47_01480	212	20	5.50395E-97	74.77								
true	[BLASTED]	plot30_0000005056_11	glyoxalase	159	20	6.37004E-88	83.41								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000028209_6	putative Phospholipase C	477	20	0.0	58.04	1	F:GO:0016788	F:hydrolase activity, acting on ester bonds					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000001865_32	hypothetical protein DMG50_14550	159	20	2.3434E-62	72.21	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED]	plot30_0000011704_10	hypothetical protein DMF61_09530	265	20	1.43408E-121	48.63	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED]	plot1_0000052911_5	extracellular solute-binding protein	477	20	1.70269E-158	64.99	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000475170_3	branched-chain amino acid ABC transporter substrate-binding protein	371	20	0.0	86.15	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED]	plot30_0000302494_1	amino acid ABC transporter substrate-binding protein	212	20	3.69301E-107	82.71								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000297208_2	phosphoenolpyruvate carboxykinase (ATP)	530	20	0.0	84.57	7	F:GO:0004612; F:GO:0005524; C:GO:0005737; P:GO:0006094; F:GO:0016301; P:GO:0016310; F:GO:0046872	F:phosphoenolpyruvate carboxykinase (ATP) activity; F:ATP binding; C:cytoplasm; P:gluconeogenesis; F:kinase activity; P:phosphorylation; F:metal ion binding	EC:4.1.1.49; EC:4.1.1.32	Phosphoenolpyruvate carboxykinase (ATP); Phosphoenolpyruvate carboxykinase (GTP)			
true	[BLASTED]	plot1_0000004020_20	hypothetical protein DMG30_14980	336	20	1.91191E-143	69.73								
true	[BLASTED, MAPPED]	plot36_0000413911_3	L-Ala-D/L-Glu epimerase	336	20	4.29601E-138	66.23	2	P:GO:0009063; F:GO:0046872	P:cellular amino acid catabolic process; F:metal ion binding					
true	[BLASTED, MAPPED]	plot30_0000143224_5	peptidase M36	283	20	1.93792E-61	49.8	6	F:GO:0004222; C:GO:0005615; P:GO:0006508; F:GO:0008233; F:GO:0008237; F:GO:0008270	F:metalloendopeptidase activity; C:extracellular space; P:proteolysis; F:peptidase activity; F:metallopeptidase activity; F:zinc ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000281623_1	putative phosphodiesterase/alkaline phosphatase D	460	20	1.38589E-157	57.22	2	P:GO:0009987; F:GO:0016788	P:cellular process; F:hydrolase activity, acting on ester bonds					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000046064_10	hypothetical protein	230	20	5.33851E-80	55.85	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000001881_14	amidohydrolase	354	20	2.43904E-179	77.67	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000380003_4	phage tail protein	177	20	3.26981E-117	96.13	1	F:GO:0005198	F:structural molecule activity					
true	[BLASTED]	plot36_0000001870_26	MBL fold metallo-hydrolase	514	20	0.0	71.48								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000148856_1	xanthine dehydrogenase family protein molybdopterin-binding subunit	709	20	0.0	79.33	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[NO-BLAST]	plot36_0000021437_4	---NA---	195											
true	[BLASTED]	plot30_0000202656_1	hypothetical protein	195	8	4.48867E-48	58.39								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000008858_5	hypothetical protein SE17_05315	195	20	5.46688E-99	64.71	1	F:GO:0004040	F:amidase activity	EC:3.5.1.4	Amidase			
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000214699_2	phosphoserine transaminase	390	20	0.0	87.22	3	F:GO:0004648; C:GO:0005737; P:GO:0006564	F:O-phospho-L-serine:2-oxoglutarate aminotransferase activity; C:cytoplasm; P:L-serine biosynthetic process	EC:2.6.1.52	Phosphoserine transaminase			
true	[BLASTED]	plot36_0000183876_1	hypothetical protein DMF44_00680	266	20	2.17412E-96	70.21								
true	[NO-BLAST]	plot36_0000471565_2	---NA---	337											
true	[BLASTED, MAPPED]	plot30_0000268396_2	DUF4394 domain-containing protein	337	20	1.1685E-78	54.88	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000106750_6	C4-dicarboxylate ABC transporter substrate-binding protein	337	20	0.0	85.13	2	C:GO:0030288; P:GO:0055085	C:outer membrane-bounded periplasmic space; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000132432_1	sugar ABC transporter substrate-binding protein	284	20	3.61045E-144	69.02	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED]	plot30_0000133346_4	ABC transporter permease	444	20	0.0	82.7								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000006303_19	sorbosone dehydrogenase	373	20	0.0	79.38	1	F:GO:0003824	F:catalytic activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000112719_6	alpha/beta hydrolase	231	20	1.5265E-120	81.43	2	F:GO:0016746; F:GO:0016787	F:transferase activity, transferring acyl groups; F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000500195_1	sugar ABC transporter substrate-binding protein	231	20	4.20185E-101	78.13	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000668656_1	acid phosphatase	391	20	0.0	75.21	2	C:GO:0016021; F:GO:0016788	C:integral component of membrane; F:hydrolase activity, acting on ester bonds					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000003507_8	alpha/beta hydrolase	320	20	5.90188E-177	83.83	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000160857_2	(2Fe-2S)-binding protein	160	20	1.23682E-80	80.31	5	F:GO:0009055; P:GO:0022900; F:GO:0046872; F:GO:0047121; F:GO:0051537	F:electron transfer activity; P:electron transport chain; F:metal ion binding; F:isoquinoline 1-oxidoreductase activity; F:2 iron, 2 sulfur cluster binding	EC:1.3.99.16	Isoquinoline 1-oxidoreductase			
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000656881_3	hypothetical protein DMF78_18885	320	20	1.12574E-144	74.69	1	C:GO:0016020	C:membrane					
true	[BLASTED]	plot30_0000420406_2	hypothetical protein	409	20	0.0	79.83								
true	[BLASTED]	plot36_0000271832_2	hypothetical protein A3G44_02750	498	20	8.78776E-152	51.41								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000138183_3	acetoacetate decarboxylase	338	20	6.02884E-119	57.29	1	F:GO:0016829	F:lyase activity					
true	[BLASTED, MAPPED]	plot30_0000005227_14	DUF4394 domain-containing protein	338	20	4.21723E-93	52.84	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000345181_4	acetamidase	338	20	0.0	88.16	1	F:GO:0016811	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000561887_1	transaldolase	338	20	2.10817E-177	79.08	4	F:GO:0004801; C:GO:0005737; P:GO:0005975; P:GO:0006098	F:sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity; C:cytoplasm; P:carbohydrate metabolic process; P:pentose-phosphate shunt	EC:2.2.1.2	Transaldolase			
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000646072_1	extracellular solute-binding protein	427	20	0.0	98.56	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000417949_3	sorbosone dehydrogenase	427	20	0.0	76.28	1	F:GO:0003824	F:catalytic activity					
true	[BLASTED, MAPPED]	plot6_0000020702_7	hypothetical protein DMG67_02315	516	20	0.0	67.68	2	P:GO:0006508; F:GO:0008233	P:proteolysis; F:peptidase activity					
true	[BLASTED]	plot1_0000013760_13	cupin domain-containing protein	178	20	2.09321E-78	74.93								
true	[BLASTED]	plot1_0000476301_2	cupin domain-containing protein	178	20	1.02796E-100	74.44								
true	[BLASTED]	plot1_0000512425_2	cupin domain-containing protein	178	20	5.91878E-90	65.55								
true	[BLASTED]	plot36_0000289095_2	rod shape-determining protein RodA	178	20	7.25061E-64	71.47								
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000090844_1	hypothetical protein DMD95_20600	552	20	0.0	76.75	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000015587_5	40-residue YVTN family beta-propeller repeat-containing protein	374	20	0.0	78.16	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000271060_1	transporter substrate-binding domain-containing protein	285	20	1.78729E-156	84.32	3	F:GO:0004970; C:GO:0016020; P:GO:0035235	F:ionotropic glutamate receptor activity; C:membrane; P:ionotropic glutamate receptor signaling pathway					
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000257733_3	phosphate ABC transporter substrate-binding protein PstS	285	20	2.43151E-156	71.77	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000051156_7	ethanolamine utilization protein EutN	392	20	0.0	86.17	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000185554_4	ABC transporter substrate-binding protein	392	20	0.0	64.95	2	P:GO:0006810; C:GO:0016020	P:transport; C:membrane					
true	[BLASTED]	plot30_0000007737_1	hypothetical protein DMG85_21895	196	20	8.78464E-92	69.07								
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000272002_1	outer membrane protein/peptidoglycan-associated (lipo)protein	499	20	0.0	70.62	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000503298_2	glycerol kinase	499	20	0.0	87.01	5	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563	F:glycerol kinase activity; F:ATP binding; P:glycerol-3-phosphate metabolic process; P:phosphorylation; P:glycerol catabolic process	EC:2.7.1.30	Glycerol kinase			
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000078710_1	Type I phosphodiesterase / nucleotide pyrophosphatase	410	20	0.0	84.23	2	F:GO:0003824; C:GO:0016021	F:catalytic activity; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000385017_1	sugar ABC transporter substrate-binding protein	339	20	3.72514E-178	81.25	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED]	plot1_0000055009_8	hypothetical protein	232	20	1.25545E-46	52.63								
true	[BLASTED, MAPPED]	plot1_0000186775_1	MBL fold metallo-hydrolase	268	20	1.31774E-81	62.47	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED]	plot1_0000014362_7	ABC transporter substrate-binding protein	411	20	0.0	87.61								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000118171_4	epoxyalkane--coenzyme M transferase	411	20	7.81011E-175	75.39	4	F:GO:0003871; F:GO:0008270; P:GO:0009086; P:GO:0032259	F:5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity; F:zinc ion binding; P:methionine biosynthetic process; P:methylation	EC:2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase			
true	[BLASTED]	plot36_0000028264_7	exo-alpha-sialidase	554	20	0.0	76.71								
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000002714_4	bilirubin oxidase	590	20	0.0	72.34	3	F:GO:0005507; F:GO:0016491; P:GO:0055114	F:copper ion binding; F:oxidoreductase activity; P:oxidation-reduction process					
