	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED, MAPPED, ANNOTATED]	EYD74107.1	nucleoside-diphosphate kinase	140	20	1.73703E-96	95.0	8	F:GO:0004550; F:GO:0005524; C:GO:0005737; P:GO:0006165; P:GO:0006183; P:GO:0006228; P:GO:0006241; F:GO:0046872	F:nucleoside diphosphate kinase activity; F:ATP binding; C:cytoplasm; P:nucleoside diphosphate phosphorylation; P:GTP biosynthetic process; P:UTP biosynthetic process; P:CTP biosynthetic process; F:metal ion binding	EC:2.7.4.6	Nucleoside-diphosphate kinase			
true	[BLASTED, MAPPED, ANNOTATED]	EXU78722.1	superoxide dismutase family protein	173	20	1.94526E-123	78.27	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	EXG80756.1	rhamnose ABC transporter substrate-binding protein	357	20	0.0	83.1	2	P:GO:0015762; C:GO:0043190	P:rhamnose transmembrane transport; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED]	EWT03680.1	DUF11 domain-containing protein	1844	20	0.0	58.99	3	C:GO:0009279; C:GO:0016020; C:GO:0016021	C:cell outer membrane; C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	EUC59736.1	glucose-6-phosphate isomerase	556	20	0.0	90.87	3	F:GO:0004347; P:GO:0006094; P:GO:0006096	F:glucose-6-phosphate isomerase activity; P:gluconeogenesis; P:glycolytic process	EC:5.3.1.9	Glucose-6-phosphate isomerase			
true	[BLASTED, MAPPED, ANNOTATED]	ETI66163.1	c-type cytochrome	753	20	0.0	84.83	5	F:GO:0005506; F:GO:0009055; C:GO:0016021; F:GO:0020037; P:GO:0022900	F:iron ion binding; F:electron transfer activity; C:integral component of membrane; F:heme binding; P:electron transport chain					
true	[BLASTED, MAPPED, ANNOTATED]	ERI32530.1	2,3-diphosphoglycerate-dependent phosphoglycerate mutase	277	20	0.0	95.66	3	P:GO:0006094; P:GO:0006096; F:GO:0046538	P:gluconeogenesis; P:glycolytic process; F:2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity	EC:5.4.2.1	Intramolecular transferases			
true	[BLASTED, MAPPED, ANNOTATED]	EQA99036.1	nucleoside-diphosphate kinase	160	20	1.49538E-112	99.46	8	F:GO:0004550; F:GO:0005524; C:GO:0005737; P:GO:0006165; P:GO:0006183; P:GO:0006228; P:GO:0006241; F:GO:0046872	F:nucleoside diphosphate kinase activity; F:ATP binding; C:cytoplasm; P:nucleoside diphosphate phosphorylation; P:GTP biosynthetic process; P:UTP biosynthetic process; P:CTP biosynthetic process; F:metal ion binding	EC:2.7.4.6	Nucleoside-diphosphate kinase			
true	[BLASTED, MAPPED, ANNOTATED]	EPZ31500.1	manganese superoxide dismutase	216	20	1.56352E-160	79.33	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	EPX75807.1	methionine adenosyltransferase	483	20	0.0	93.1	6	F:GO:0000287; F:GO:0004478; F:GO:0005524; C:GO:0005737; P:GO:0006556; P:GO:0006730	F:magnesium ion binding; F:methionine adenosyltransferase activity; F:ATP binding; C:cytoplasm; P:S-adenosylmethionine biosynthetic process; P:one-carbon metabolic process	EC:2.5.1.6	Methionine adenosyltransferase			
true	[BLASTED, MAPPED, ANNOTATED]	EMY34985.1	ABC transporter substrate-binding protein	562	20	0.0	86.91	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	EMY34903.1	acetamidase/formamidase family protein	418	20	0.0	95.41	1	F:GO:0004328	F:formamidase activity	EC:3.5.1.49	Formamidase			
true	[BLASTED, MAPPED, ANNOTATED]	EMF02145.1	VOC family protein	139	20	6.39143E-98	95.93	1	F:GO:0016829	F:lyase activity					
true	[BLASTED, MAPPED, ANNOTATED]	ELK41382.1	superoxide dismutase	204	20	6.43247E-153	95.83	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	EJW12096.1	nucleoside-diphosphate kinase	140	20	1.79518E-96	95.57	8	F:GO:0004550; F:GO:0005524; C:GO:0005737; P:GO:0006165; P:GO:0006183; P:GO:0006228; P:GO:0006241; F:GO:0046872	F:nucleoside diphosphate kinase activity; F:ATP binding; C:cytoplasm; P:nucleoside diphosphate phosphorylation; P:GTP biosynthetic process; P:UTP biosynthetic process; P:CTP biosynthetic process; F:metal ion binding	EC:2.7.4.6	Nucleoside-diphosphate kinase			
true	[BLASTED, MAPPED, ANNOTATED]	EJW11746.1	LemA family protein	188	20	2.13772E-133	86.31	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	EJW11285.1	porin	493	20	0.0	60.77	5	P:GO:0006811; C:GO:0009279; F:GO:0015288; C:GO:0046930; P:GO:0055085	P:ion transport; C:cell outer membrane; F:porin activity; C:pore complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	EJW10964.1	phosphate ABC transporter substrate-binding protein PstS	348	20	0.0	85.21	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	EJW10778.1	peptidylprolyl isomerase	187	20	3.50386E-133	83.88	3	P:GO:0000413; F:GO:0003755; P:GO:0006457	P:protein peptidyl-prolyl isomerization; F:peptidyl-prolyl cis-trans isomerase activity; P:protein folding	EC:5.2.1.8	Peptidylprolyl isomerase			
true	[BLASTED, MAPPED, ANNOTATED]	EJW10521.1	branched-chain amino acid ABC transporter substrate-binding protein	385	20	0.0	82.39	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	EJM93767.1	hydroxyacid dehydrogenase	317	20	0.0	96.59	3	F:GO:0016616; F:GO:0051287; P:GO:0055114	F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; F:NAD binding; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	EJL89711.1	spermidine/putrescine ABC transporter substrate-binding protein	358	20	0.0	94.15	3	P:GO:0015846; F:GO:0019808; C:GO:0042597	P:polyamine transport; F:polyamine binding; C:periplasmic space					
true	[BLASTED, MAPPED, ANNOTATED]	EJL83282.1	ABC transporter substrate-binding protein	359	20	0.0	93.98	3	C:GO:0042597; F:GO:0046872; P:GO:0055085	C:periplasmic space; F:metal ion binding; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	EJL79786.1	peptidylprolyl isomerase	244	20	3.50722E-177	91.07	3	P:GO:0000413; F:GO:0003755; P:GO:0006457	P:protein peptidyl-prolyl isomerization; F:peptidyl-prolyl cis-trans isomerase activity; P:protein folding	EC:5.2.1.8	Peptidylprolyl isomerase			
true	[BLASTED, MAPPED, ANNOTATED]	EJL75731.1	BMP family ABC transporter substrate-binding protein	367	20	0.0	96.29	2	C:GO:0005886; P:GO:0008643	C:plasma membrane; P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	EJL53353.1	heme peroxidase	860	20	0.0	78.92	6	F:GO:0004601; F:GO:0005509; P:GO:0006979; F:GO:0020037; P:GO:0055114; P:GO:0098869	F:peroxidase activity; F:calcium ion binding; P:response to oxidative stress; F:heme binding; P:oxidation-reduction process; P:cellular oxidant detoxification	EC:1.11.1.7	Peroxidase			
true	[BLASTED, MAPPED, ANNOTATED]	EJL50668.1	copper oxidase	774	20	0.0	86.88	3	F:GO:0005507; F:GO:0016491; P:GO:0055114	F:copper ion binding; F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	EJL34866.1	peroxidase	220	20	1.25047E-163	91.96	6	F:GO:0004601; C:GO:0005623; P:GO:0045454; F:GO:0051920; P:GO:0055114; P:GO:0098869	F:peroxidase activity; C:cell; P:cell redox homeostasis; F:peroxiredoxin activity; P:oxidation-reduction process; P:cellular oxidant detoxification	EC:1.11.1.15; EC:1.11.1.7	Peroxiredoxin; Peroxidase			
true	[BLASTED, MAPPED, ANNOTATED]	EJK88295.1	extracellular solute-binding protein	392	20	0.0	93.42	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	EJJ28564.1	epoxide hydrolase	197	20	2.23675E-143	96.2	3	F:GO:0004301; F:GO:0016746; F:GO:0033961	F:epoxide hydrolase activity; F:transferase activity, transferring acyl groups; F:cis-stilbene-oxide hydrolase activity	EC:3.3.2.9; EC:3.3.2.10	Microsomal epoxide hydrolase; Soluble epoxide hydrolase			
true	[BLASTED, MAPPED, ANNOTATED]	EJJ24808.1	alpha/beta hydrolase	329	20	0.0	96.46	2	F:GO:0016746; F:GO:0016787	F:transferase activity, transferring acyl groups; F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	EJE51535.1	glutamate dehydrogenase	477	20	0.0	96.8	4	F:GO:0000166; P:GO:0006520; F:GO:0016639; P:GO:0055114	F:nucleotide binding; P:cellular amino acid metabolic process; F:oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	EJC80222.1	type 1 glutamine amidotransferase domain-containing protein	235	20	2.91378E-173	92.85	4	P:GO:0006508; P:GO:0006541; F:GO:0008233; F:GO:0016740	P:proteolysis; P:glutamine metabolic process; F:peptidase activity; F:transferase activity					
true	[BLASTED, MAPPED, ANNOTATED]	EJC79736.1	epoxide hydrolase	448	20	0.0	91.64	3	F:GO:0004301; F:GO:0016746; F:GO:0033961	F:epoxide hydrolase activity; F:transferase activity, transferring acyl groups; F:cis-stilbene-oxide hydrolase activity	EC:3.3.2.9; EC:3.3.2.10	Microsomal epoxide hydrolase; Soluble epoxide hydrolase			
true	[BLASTED, MAPPED, ANNOTATED]	EJB01760.1	heme peroxidase	566	20	0.0	76.29	5	F:GO:0004601; P:GO:0006979; F:GO:0020037; P:GO:0055114; P:GO:0098869	F:peroxidase activity; P:response to oxidative stress; F:heme binding; P:oxidation-reduction process; P:cellular oxidant detoxification	EC:1.11.1.7	Peroxidase			
true	[BLASTED, MAPPED, ANNOTATED]	EIW89901.1	superoxide dismutase	230	20	4.74152E-169	84.73	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	EIV95702.1	alkaline phosphatase	589	20	0.0	92.24	4	F:GO:0003993; F:GO:0004035; P:GO:0016311; F:GO:0046872	F:acid phosphatase activity; F:alkaline phosphatase activity; P:dephosphorylation; F:metal ion binding	EC:3.1.3.2; EC:3.1.3.1	Acid phosphatase; Alkaline phosphatase			
true	[BLASTED, MAPPED, ANNOTATED]	EIJ45029.1	nuclear transport factor 2 family protein	159	20	2.44716E-113	91.98	1	C:GO:0005840	C:ribosome					
true	[BLASTED, MAPPED, ANNOTATED]	EIJ40992.1	PQQ-dependent dehydrogenase, methanol/ethanol family	598	20	0.0	90.15	7	F:GO:0005509; C:GO:0016020; C:GO:0030288; F:GO:0052930; F:GO:0052931; F:GO:0052932; P:GO:0055114	F:calcium ion binding; C:membrane; C:outer membrane-bounded periplasmic space; F:methanol ferricytochrome-c oxidoreductase activity; F:ethanol cytochrome-c oxidoreductase activity; F:2-chloroethanol cytochrome-c oxidoreductase activity; P:oxidation-reduction process	EC:1.1.2.7	Methanol dehydrogenase (cytochrome c)			
true	[BLASTED, MAPPED, ANNOTATED]	EIF33742.1	antibiotic biosynthesis monooxygenase	100	20	2.99123E-63	94.65	2	F:GO:0004497; P:GO:0055114	F:monooxygenase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	EHY87603.1	acetamidase/formamidase family protein	413	20	0.0	93.29	1	F:GO:0004328	F:formamidase activity	EC:3.5.1.49	Formamidase			
true	[BLASTED, MAPPED, ANNOTATED]	EHR59362.1	acetamidase/formamidase family protein	415	20	0.0	93.13	1	F:GO:0004328	F:formamidase activity	EC:3.5.1.49	Formamidase			
true	[BLASTED, MAPPED, ANNOTATED]	EHK58343.1	branched-chain amino acid ABC transporter substrate-binding protein	371	20	0.0	95.18	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	EHK58049.1	extracellular solute-binding protein	552	20	0.0	89.69	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	EHK56233.1	carbohydrate ABC transporter substrate-binding protein	413	20	0.0	88.95	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	EHK55797.1	sugar ABC transporter substrate-binding protein	418	20	0.0	75.8	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	EHA16874.1	peptidase S8	464	20	0.0	89.4	2	F:GO:0004252; P:GO:0006508	F:serine-type endopeptidase activity; P:proteolysis	EC:3.4.21	Acting on peptide bonds (peptidases)			
true	[BLASTED, MAPPED, ANNOTATED]	EGP93121.1	superoxide dismutase	206	20	2.2198E-153	95.73	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	EGP08963.1	superoxide dismutase	244	20	0.0	91.6	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	EGP07894.1	phosphonate ABC transporter substrate-binding protein	312	20	0.0	92.6	3	P:GO:0015716; C:GO:0043190; P:GO:0055085	P:organic phosphonate transport; C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	EGP07268.1	porin	500	20	0.0	81.47	5	P:GO:0006811; C:GO:0009279; F:GO:0015288; C:GO:0046930; P:GO:0055085	P:ion transport; C:cell outer membrane; F:porin activity; C:pore complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	EGP06875.1	NADP-dependent isocitrate dehydrogenase	796	20	0.0	95.07	3	F:GO:0004450; P:GO:0006099; F:GO:0046872	F:isocitrate dehydrogenase (NADP+) activity; P:tricarboxylic acid cycle; F:metal ion binding	EC:1.1.1.42	Isocitrate dehydrogenase (NADP(+))			
true	[BLASTED, MAPPED, ANNOTATED]	EGJ52074.1	peptidoglycan-associated lipoprotein Pal	198	20	1.55719E-143	70.34	4	P:GO:0007049; C:GO:0009279; C:GO:0016021; P:GO:0051301	P:cell cycle; C:cell outer membrane; C:integral component of membrane; P:cell division					
true	[BLASTED, MAPPED, ANNOTATED]	EFM12069.1	peptidylprolyl isomerase	213	20	4.57088E-155	73.78	3	P:GO:0000413; F:GO:0003755; P:GO:0006457	P:protein peptidyl-prolyl isomerization; F:peptidyl-prolyl cis-trans isomerase activity; P:protein folding	EC:5.2.1.8	Peptidylprolyl isomerase			
true	[BLASTED, MAPPED, ANNOTATED]	EFH90468.1	sulfurtransferase	280	20	0.0	83.13	1	F:GO:0004792	F:thiosulfate sulfurtransferase activity	EC:2.8.1.1	Thiosulfate sulfurtransferase			
true	[BLASTED, MAPPED, ANNOTATED]	EFH89766.1	peptide ABC transporter substrate-binding protein	580	20	0.0	72.38	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	EFH88960.1	sulfurtransferase	293	20	0.0	84.4	1	F:GO:0004792	F:thiosulfate sulfurtransferase activity	EC:2.8.1.1	Thiosulfate sulfurtransferase			
true	[BLASTED, MAPPED]	EFH87885.1	phosphate ABC transporter substrate-binding protein	312	20	0.0	64.55	1	F:GO:0042301	F:phosphate ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	EFH87378.1	superoxide dismutase	205	20	2.45943E-151	85.75	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	EFH82285.1	peptide ABC transporter substrate-binding protein	528	20	0.0	67.3	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	EFH81407.1	superoxide dismutase	204	20	1.31808E-150	84.34	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	EFC80674.1	rhamnose ABC transporter substrate-binding protein	376	20	0.0	88.57	2	P:GO:0015762; C:GO:0043190	P:rhamnose transmembrane transport; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	EEW26075.1	superoxide dismutase	199	20	5.40915E-146	94.33	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	EEW25329.1	PQQ-dependent dehydrogenase, methanol/ethanol family	600	20	0.0	91.99	5	F:GO:0005509; C:GO:0016020; F:GO:0018468; C:GO:0030288; P:GO:0055114	F:calcium ion binding; C:membrane; F:alcohol dehydrogenase (acceptor) activity; C:outer membrane-bounded periplasmic space; P:oxidation-reduction process	EC:1.1.99.8	Acting on the CH-OH group of donors			
true	[BLASTED, MAPPED, ANNOTATED]	EEU37824.1	putative acetylxylan esterase A	286	20	0.0	88.24	2	C:GO:0005576; F:GO:0016787	C:extracellular region; F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	EEO77300.1	phosphate ABC transporter substrate-binding protein	354	20	0.0	97.33	1	F:GO:0042301	F:phosphate ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	EEF59097.1	superoxide dismutase	209	20	2.62873E-151	85.75	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	DAB27932.1	phosphate ABC transporter substrate-binding protein PstS	334	20	0.0	90.08	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	CUU21959.1	ABC transporter substrate-binding protein	363	20	0.0	97.55	3	C:GO:0042597; F:GO:0046872; P:GO:0055085	C:periplasmic space; F:metal ion binding; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	CUU16657.1	PQQ-dependent dehydrogenase, methanol/ethanol family	603	20	0.0	97.64	5	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	F:calcium ion binding; C:membrane; F:oxidoreductase activity, acting on CH-OH group of donors; C:outer membrane-bounded periplasmic space; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	CUU16333.1	NADP-dependent oxidoreductase	396	20	0.0	95.83	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	CUU16123.1	ABC transporter substrate-binding protein	398	20	0.0	98.38	1	P:GO:0055085	P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	CUU15630.1	autoinducer 2 ABC transporter substrate-binding protein	333	20	0.0	95.9	2	P:GO:0008643; C:GO:0043190	P:carbohydrate transport; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	CUU15416.1	alcohol dehydrogenase	572	20	0.0	97.45	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	CUU15364.1	cyclase family protein	365	20	0.0	96.26	2	F:GO:0004061; P:GO:0019441	F:arylformamidase activity; P:tryptophan catabolic process to kynurenine	EC:3.5.1.9	Arylformamidase			
true	[BLASTED, MAPPED, ANNOTATED]	CUT14288.1	PQQ-dependent dehydrogenase, methanol/ethanol family	323	20	0.0	96.27	5	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	F:calcium ion binding; C:membrane; F:oxidoreductase activity, acting on CH-OH group of donors; C:outer membrane-bounded periplasmic space; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	CUT10872.1	aldehyde dehydrogenase	728	20	0.0	98.37	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	CUT10861.1	C4-dicarboxylate ABC transporter	359	20	0.0	90.7	2	C:GO:0030288; P:GO:0055085	C:outer membrane-bounded periplasmic space; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	CUT10776.1	C4-dicarboxylate ABC transporter substrate-binding protein	335	20	0.0	97.36	2	C:GO:0030288; P:GO:0055085	C:outer membrane-bounded periplasmic space; P:transmembrane transport					
